BD-S002
BD-S003
BD-S004
88,0118421020-A-0-0,reentry=1,2020-06-16T10:20:24,2020-06-16T11:28:47.999999,copper
89,0118941020-0-0,reentry=1,2020-06-16T11:28:48,2020-06-16T12:37:11.999999,copper
90,0304061100-C-0-0,reentry=1,2020-06-16T12:37:12,2020-06-16T13:45:35.999999,copper
91,0304021100-Fe-0-0,reentry=1,2020-06-16T13:45:36,2020-06-16T14:53:59.999999,copper
92,0118421020-A-0-0,reentry=2,2020-06-16T18:24:00,2020-06-16T19:32:23.999999,copper
BD-S008
1,0118921020-0-0,reentry=1,2020-06-10T05:12:36,2020-06-10T06:58:47.999999,copper
2,0118881020-0-0,reentry=1,2020-06-10T08:28:48,2020-06-10T10:14:59.999999,copper
3,0118811020-0-0,reentry=1,2020-06-10T10:15:00,2020-06-10T12:01:11.999999,copper
4,0118961020-0-0,reentry=1,2020-06-10T12:01:12,2020-06-10T13:47:23.999999,copper
5,0118931020-0-0,reentry=1,2020-06-10T13:47:24,2020-06-10T15:33:35.999999,copper
6,9800257701-0-0,reentry=2,2020-06-11T13:32:24,2020-06-11T13:32:23.999999,alloy
7,9800257701-0-0,reentry=1,2020-06-11T13:32:24,2020-06-11T13:32:23.999999,alloy
8,0118821020-0-0,reentry=1,2020-06-11T19:28:12,2020-06-11T21:14:23.999999,copper
9,0118491020-P-0-0,reentry=1,2020-06-11T21:14:24,2020-06-11T23:00:35.999999,copper
10,0118481020-P-0-0,reentry=1,2020-06-11T23:00:36,2020-06-12T00:46:47.999999,copper
11,0118391020-P-0-0,reentry=1,2020-06-12T00:46:48,2020-06-12T02:32:59.999999,copper
12,0118381020-P-0-0,reentry=1,2020-06-12T02:33:00,2020-06-12T04:19:11.999999,copper
13,0117981020-0-0,reentry=1,2020-06-12T08:12:00,2020-06-12T09:58:11.999999,copper
14,0118871020-0-0,reentry=1,2020-06-12T09:58:12,2020-06-12T11:44:23.999999,copper
15,0119261020-0-0,reentry=1,2020-06-12T11:44:24,2020-06-12T13:30:35.999999,copper
16,0118981020-C-0-0,reentry=1,2020-06-12T13:30:36,2020-06-12T15:16:47.999999,copper
17,0118911020-0-0,reentry=1,2020-06-12T15:16:48,2020-06-12T17:02:59.999999,copper
18,0118951020-0-0,reentry=1,2020-06-12T17:03:00,2020-06-12T18:49:11.999999,copper
19,0118971020-0-0,reentry=1,2020-06-12T18:49:12,2020-06-12T20:35:23.999999,copper
20,0119271020-0-0,reentry=1,2020-06-12T20:35:24,2020-06-12T22:21:35.999999,copper
21,0118991020-A-0-0,reentry=1,2020-06-12T22:21:36,2020-06-13T00:07:47.999999,copper
22,0119271020-0-0,reentry=2,2020-06-13T11:28:12,2020-06-13T13:14:23.999999,copper
23,0119291020-0-0,reentry=1,2020-06-13T14:44:24,2020-06-13T16:30:35.999999,copper
24,0206272680-0-0,reentry=1,2020-06-14T00:28:12,2020-06-14T02:14:23.999999,brass
25,0206272680-0-0,reentry=2,2020-06-14T02:14:24,2020-06-14T04:00:35.999999,brass
26,0206282680-0-0,reentry=1,2020-06-14T09:33:00,2020-06-14T11:19:11.999999,brass
27,0206902680-0-0,reentry=1,2020-06-14T11:19:12,2020-06-14T13:05:23.999999,brass
28,0119001020-0-0,reentry=1,2020-06-14T18:05:24,2020-06-14T19:51:35.999999,copper
29,0118861020-0-0,reentry=1,2020-06-14T19:51:36,2020-06-14T21:37:47.999999,copper
30,0119011020-0-0,reentry=1,2020-06-14T21:37:48,2020-06-14T23:23:59.999999,copper
31,0119011020-0-0,reentry=2,2020-06-15T00:00:36,2020-06-15T01:46:47.999999,copper
